label,message,char_count,word_count,avg_word_length,exclamation_count,financial_words,urgency_words,action_words,phone_numbers,urls,emoji_count,slang_score,language_mix_ratio,capitalization_ratio,profanity_count,url_is_suspicious,url_is_registered,platform,sender_type
ham,pls pick up milk + eggs on ur way home?,39,9,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,Email,unknown
spam,Influencer collab — DM YES or check go.shop/claim ✨ @SnapGram,61,10,4.7,0,0,0,2,0,1,1,1,0,0.131,0,1,0,Email,business
ham,happy bday!!! gonna cake u later 😡 पनि,38,7,3.714,3,0,0,0,0,0,1,0,0.111,0,0,0,0,WhatsApp,user
ham,"group study at my place 4pm, bring laptop ठीक छ",47,11,3.273,0,0,0,0,0,0,0,0,0.111,0,0,0,0,Telegram,unknown
ham,screenshot ur notes and send pls,32,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,SMS,unknown
spam,Limited drop: 90% off phone skin — visit https://example.com/offer T&C apply,76,14,4.071,0,1,1,0,0,1,0,0,0,0.039,0,0,1,Email,business
spam,Limited drop: 90% off gift card — visit https://unknownsite.xyz/c3ccb4 T&C apply,80,14,4.357,0,1,1,0,0,1,0,0,0,0.037,0,0,0,Instagram,unknown
spam,🔥 Drop alert! Exclusive sneaker drop on @NeoWear. Claim: https://amazon.com/deal 🚀,82,12,5.083,1,0,0,1,0,1,2,0,0,0.061,0,0,1,Email,unknown
ham,did u finish the assignment? i can't 🙃 ठीक छ,44,11,2.818,0,0,0,0,0,0,1,0,0.125,0,0,0,0,Email,unknown
spam,TXT WIN to 12550 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,SMS,verified
ham,u coming to the party tonight? it's gonna be lit 🎉,50,11,3.364,0,0,0,0,0,0,1,1,0,0,0,0,0,Email,user
spam,Get followers — boost package 100 followers followers: https://offer-now.org/cda43b 🚀,85,12,5.583,0,1,1,0,0,1,1,0,0,0.012,0,0,0,SMS,registered_business
ham,u still down for movie? tickets at 7 ठीक छ,42,11,2.818,0,0,0,0,0,0,0,0,0.129,0,0,0,0,Email,unknown
ham,"send the notes pls, i missed lecture :(",39,7,4.143,0,0,0,1,0,0,0,0,0,0,0,0,0,Telegram,registered_business
spam,Verify bank details: bit.ly/fomo — failure to verify may freeze account 🙂,73,12,4.75,0,1,0,0,0,1,1,0,0,0.014,0,1,0,Instagram,unknown
ham,lol that meme had me dead 🤯 send it again,41,9,3.444,0,0,0,1,0,0,0,0,0,0,0,0,0,Email,business
ham,u still down for movie? tickets at 7,36,8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Email,unknown
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,unknown
ham,"save this song, it's been on repeat 🎧 ठिक छ",43,11,2.727,0,0,0,0,0,0,1,0,0.129,0,0,0,0,Email,verified
spam,FLASH GIVEAWAY! RT + click tiny.one/drops to enter. Winners tonight!,68,11,4.818,2,0,0,1,0,1,0,0,0,0.235,0,1,0,Telegram,user
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,user
spam,🔥 Drop alert! Exclusive drip bundle on @Trendify. Claim: https://brand.com/4212ab 😂,83,12,5.167,1,0,0,1,0,1,2,0,0,0.048,0,0,1,Instagram,business
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,unknown
spam,FLASH GIVEAWAY! RT + click tiny.one/drops to enter. Winners tonight!,68,11,4.818,2,0,0,1,0,1,0,0,0,0.235,0,1,0,Email,user
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,SMS,unknown
ham,"omw to ur place, 10 min 🤯",25,6,2.833,0,0,0,0,0,0,0,1,0,0,0,0,0,Email,user
ham,"brb, stuck in class rn. ttyl 🚀",30,6,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,WhatsApp,unknown
ham,screenshot ur notes and send pls,32,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,Instagram,unknown
spam,🔥 Drop alert! Exclusive concert tix on @TokNow. Claim: https://brand.com/redeem 😡,81,12,5,1,0,0,2,0,1,2,0,0,0.062,0,1,1,Telegram,business
spam,FREE VIP — use 2AR889 at https://example.com/offer 🤯 limited 1 per user,71,13,4.077,0,2,1,0,0,1,0,0,0,0.127,0,0,1,Instagram,unknown
ham,"call me when free, need to ask something",40,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,Telegram,business
spam,Win NFT mint pass! Go t.ly/win now. Only for followers of @VibeLabs 🔥,69,14,3.643,1,2,1,0,0,1,1,0,0,0.116,0,1,0,Email,unknown
ham,u coming to the party tonight? it's gonna be lit 🙂,50,11,3.364,0,0,0,0,0,0,1,1,0,0,0,0,0,SMS,unknown
ham,pls pick up milk + eggs on ur way home?,39,9,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,WhatsApp,verified
ham,we're meeting at 6pm at the usual spot. don't be late धेरै राम्रो,65,18,2.5,0,0,0,0,0,0,0,0,0.204,0,0,0,0,Instagram,registered_business
spam,Congrats! 🎉 You won 100 followers via YouTube. Tap https://spotify.com/promo to claim. OTP: X4X9PB,98,16,4.688,1,0,0,2,0,1,1,0,0,0.122,0,0,1,SMS,unknown
spam,Verify your YouTube account: linktr.ee/deal (OTP: O6WFI6) ⚠️,60,9,5,0,0,0,0,0,1,1,0,0,0.167,0,1,0,Instagram,business
spam,Claim your gift: linktr.ee/deal code S6KNV8 🎁,45,8,4.375,0,1,0,1,0,1,1,0,0,0.111,0,1,0,Instagram,unknown
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,Email,unknown
spam,TXT WIN to 19186 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Instagram,unknown
spam,TXT WIN to 62209 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Telegram,unknown
spam,Win NFT mint pass! Go https://unknownsite.xyz/c12cab now. Only for followers of @TokNow 🔥,89,15,4.533,1,1,1,0,0,1,1,0,0,0.09,0,0,0,Instagram,unknown
ham,"omw to ur place, 10 min ❤️",26,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,Email,business
spam,Verify your Telegram account: https://amazon.com/deal (OTP: OK9CVP) ⚠️,70,10,5.2,0,0,0,0,0,1,1,0,0,0.143,0,0,1,SMS,unknown
ham,we're meeting at 6pm at the usual spot. don't be late धेरै राम्रो,65,18,2.5,0,0,0,0,0,0,0,0,0.204,0,0,0,0,Email,unknown
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,WhatsApp,unknown
spam,Influencer collab — DM YES or check https://amazon.com/deal ✨ @Gramify,70,11,4.818,0,0,0,1,0,1,1,1,0,0.1,0,0,1,SMS,unknown
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,unknown
spam,FREE VIP — use ZH1O4V at t.ly/win 🤯 limited 1 per user,54,12,3.25,0,2,1,0,0,1,0,0,0,0.204,0,1,0,WhatsApp,business
ham,"ma tard hunchu, 20 min delay. sorry yaar 🔥",42,8,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,WhatsApp,business
spam,Earn $100/week from phone. Apply: tiny.one/drops 💸,50,9,4.111,0,0,0,0,0,1,1,0,0,0.04,0,1,0,Instagram,user
spam,FLASH GIVEAWAY! RT + click bit.ly/fomo to enter. Winners tonight!,65,11,4.545,2,0,0,1,0,1,0,0,0,0.246,0,1,0,Instagram,unknown
spam,FREE VIP — use QJW8SG at rb.gy/claim 🤯 limited 1 per user,57,12,3.5,0,1,1,1,0,1,0,0,0,0.211,0,1,0,Instagram,user
ham,"tysm for today, had so much fun ❤️ धेरै राम्रो",46,12,2.417,0,0,1,0,0,0,1,0,0.294,0,0,0,0,Email,unknown
spam,Congrats! 🎉 You won 100 followers via WhatsApp. Tap linktr.ee/deal to claim. OTP: GXZ44H,88,15,4.533,1,0,0,2,0,1,1,0,0,0.136,0,1,0,WhatsApp,registered_business
spam,Parcel held — release with link https://brand.com/redeem or call 88864 to avoid return 😂,88,15,4.533,0,0,0,2,1,1,1,0,0,0.011,0,1,1,Email,user
spam,Get followers — boost package $50 followers: t.ly/win 🚀,55,9,4.556,0,1,0,0,0,1,1,0,0,0.018,0,1,0,Telegram,unknown
ham,ikr that vid was insane 🤯 showed it to mom lol https://example.com/offer,72,14,3.929,0,1,0,0,0,1,0,1,0,0,0,0,1,SMS,user
spam,FLASH GIVEAWAY! RT + click https://spotify.com/promo to enter. Winners tonight!,79,12,5.083,2,0,0,1,0,1,0,0,0,0.203,0,0,1,Email,business
ham,"brb, stuck in class rn. ttyl 😂",30,6,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,Instagram,user
spam,Claim your gift: https://amazon.com/deal code P0N5CV 🎁,54,9,4.556,0,1,0,1,0,1,1,0,0,0.093,0,0,1,SMS,unknown
ham,omggg they released season 3!! when r we watching?,50,9,4.333,2,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,business
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,registered_business
spam,Win NFT mint pass! Go bit.ly/fomo now. Only for followers of @VibeLabs 🔥,72,14,3.857,1,1,1,0,0,1,1,0,0,0.111,0,1,0,SMS,business
spam,Win NFT mint pass! Go linktr.ee/deal now. Only for followers of @GlowUp 🔥,73,14,3.929,1,1,1,0,0,1,1,0,0,0.11,0,1,0,WhatsApp,unknown
spam,Parcel held — release with link https://spotify.com/promo or call 86693 to avoid return 😱,89,15,4.6,0,0,0,1,1,1,1,0,0,0.011,0,0,1,WhatsApp,unknown
ham,u still down for movie? tickets at 7 धेरै राम्रो,48,13,2.538,0,0,0,0,0,0,0,0,0.27,0,0,0,0,SMS,unknown
ham,happy bday!!! gonna cake u later 🤯,34,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,user
spam,FREE VIP — use 1B7AR0 at https://spotify.com/promo 🤯 limited 1 per user,71,13,4.077,0,1,1,0,0,1,0,0,0,0.141,0,0,1,Email,unknown
spam,Win NFT mint pass! Go tiny.one/drops now. Only for followers of @Gramify 🔥,74,14,4,1,1,1,0,0,1,1,0,0,0.095,0,1,0,Instagram,user
spam,Limited drop: 90% off rare NFT — visit https://amazon.com/deal T&C apply,72,14,3.786,0,0,1,0,0,1,0,0,0,0.083,0,0,1,Email,unknown
spam,Congrats! 🎉 You won 100 followers via SnapGram. Tap t.ly/win to claim. OTP: EHHBU3,82,15,4.133,1,1,0,2,0,1,1,0,0,0.159,0,1,0,Telegram,business
ham,srsly need coffee rn ☕ wanna grab?,34,6,4.333,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,user
ham,"brb, stuck in class rn. ttyl 😩",30,6,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,Instagram,unknown
spam,Congrats! 🎉 You won $50 via Telegram. Tap linktr.ee/deal to claim. OTP: WCF3XK,78,14,4.143,1,0,0,2,0,1,1,0,0,0.154,0,1,0,Instagram,unknown
spam,Verify your Instagram account: rb.gy/claim (OTP: I6SG88) ⚠️,59,9,4.889,0,0,0,1,0,1,1,0,0,0.136,0,1,0,Email,user
spam,🔥 Drop alert! Exclusive airpods clone on @TokNow. Claim: go.shop/claim ❤️,73,11,4.909,1,0,0,2,0,1,2,0,0,0.068,0,1,0,WhatsApp,business
spam,Parcel held — release with link https://amazon.com/deal or call 11508 to avoid return 😱,87,15,4.467,0,0,0,1,1,1,1,0,0,0.011,0,0,1,Telegram,registered_business
ham,happy bday!!! gonna cake u later 🙂,34,6,4,3,0,0,0,0,0,1,0,0,0,0,0,0,Email,user
ham,"send the notes pls, i missed lecture :(",39,7,4.143,0,0,0,1,0,0,0,0,0,0,0,0,0,Instagram,user
ham,"call me when free, need to ask something",40,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,Email,unknown
spam,🔥 Drop alert! Exclusive phone skin on @Beatly. Claim: t.ly/win 😩,64,11,4.182,1,1,0,1,0,1,2,0,0,0.062,0,1,0,WhatsApp,unknown
ham,omggg they released season 3!! when r we watching?,50,9,4.333,2,0,0,0,0,0,0,0,0,0,0,0,0,WhatsApp,unknown
ham,"ma tard hunchu, 20 min delay. sorry yaar ❤️",43,8,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,unknown
ham,"brb, stuck in class rn. ttyl 😱",30,6,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,WhatsApp,business
spam,Congrats! 🎉 You won $50 via Telegram. Tap https://spotify.com/promo to claim. OTP: KEX5DP,89,15,4.4,1,0,0,2,0,1,1,0,0,0.135,0,0,1,SMS,user
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,unknown
spam,Low-key insane cashback $50 when you shop at https://spotify.com/promo 💸 use XE8JY2,83,15,4.267,0,1,0,0,0,1,1,0,0,0.06,0,0,1,SMS,unknown
ham,u still down for movie? tickets at 7,36,8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Telegram,user
spam,Win NFT mint pass! Go t.ly/win now. Only for followers of @ChaatApp 🔥,69,14,3.643,1,2,1,0,0,1,1,0,0,0.116,0,1,0,Telegram,unknown
spam,Claim your gift: https://brand.com/redeem code DSRLWA 🎁,55,9,4.667,0,1,0,2,0,1,1,0,0,0.127,0,1,1,WhatsApp,business
spam,Congrats! 🎉 You won 100 followers via Spotify. Tap https://example.com/offer to claim. OTP: GPFD3B,98,16,4.688,1,1,0,2,0,1,1,0,0,0.122,0,0,1,Telegram,business
ham,"call me when free, need to ask something",40,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,SMS,unknown
spam,Earn 50 followers/week from phone. Apply: linktr.ee/deal 💸,58,10,4.5,0,0,0,0,0,1,1,0,0,0.034,0,1,0,Telegram,verified
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,business
spam,Congrats! 🎉 You won ₹2000 via Spotify. Tap rb.gy/claim to claim. OTP: 7XF3IA,76,14,4,1,0,0,3,0,1,1,0,0,0.145,0,1,0,Email,unknown
ham,lol that meme had me dead 😂 send it again,41,9,3.444,0,0,0,1,0,0,1,0,0,0,0,0,0,SMS,unknown
ham,pls pick up milk + eggs on ur way home? ठिक छ,45,12,2.583,0,0,0,0,0,0,0,0,0.125,0,0,0,0,WhatsApp,unknown
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,business
ham,we're meeting at 6pm at the usual spot. don't be late https://brand.com/redeem,78,17,3.471,0,0,0,1,0,1,0,0,0,0,0,1,1,Email,unknown
spam,Get followers — boost package $100 followers: t.ly/win 🚀,56,9,4.667,0,1,0,0,0,1,1,0,0,0.018,0,1,0,Instagram,unknown
ham,"brb, stuck in class rn. ttyl 😡 ठिक छ",36,9,2.667,0,0,0,0,0,0,1,1,0.16,0,0,0,0,Telegram,business
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,Telegram,user
ham,u coming to the party tonight? it's gonna be lit 🎁 ठिक छ,56,14,2.857,0,0,0,0,0,0,1,1,0.098,0,0,0,0,WhatsApp,business
spam,🔥 Drop alert! Exclusive drip bundle on @Gramify. Claim: https://spotify.com/promo 🚀,83,12,5.167,1,0,0,1,0,1,2,0,0,0.048,0,0,1,Email,user
spam,Limited drop: 90% off concert tix — visit rb.gy/claim T&C apply,63,13,3.615,0,0,1,1,0,1,0,0,0,0.048,0,1,0,WhatsApp,unknown
spam,Low-key insane cashback 100 followers when you shop at rb.gy/claim 💸 use DKRAJ8,79,15,4.2,0,1,0,1,0,1,1,0,0,0.076,0,1,0,Email,unknown
ham,"group study at my place 4pm, bring laptop https://example.com/track",67,12,4.417,0,0,0,0,0,1,0,0,0,0,0,0,1,Telegram,user
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,unknown
spam,Claim your gift: linktr.ee/deal code XS814G 🎁,45,8,4.375,0,1,0,1,0,1,1,0,0,0.089,0,1,0,Telegram,business
spam,🔥 Drop alert! Exclusive drip bundle on @VibeLabs. Claim: https://amazon.com/deal ✨,82,12,5.083,1,0,0,1,0,1,2,0,0,0.061,0,0,1,WhatsApp,unknown
spam,Claim your gift: rb.gy/claim code 7RGSCS 🎁,42,8,4,0,1,0,2,0,1,1,0,0,0.143,0,1,0,Email,unknown
spam,Get followers — boost package $50 followers: bit.ly/fomo 🚀,58,9,4.889,0,0,0,0,0,1,1,0,0,0.017,0,1,0,Telegram,registered_business
spam,FLASH GIVEAWAY! RT + click https://spotify.com/promo to enter. Winners tonight!,79,12,5.083,2,0,0,1,0,1,0,0,0,0.203,0,0,1,Email,business
spam,Get followers — boost package $50 followers: https://amazon.com/deal 🚀,70,10,5.3,0,0,0,0,0,1,1,0,0,0.014,0,0,1,Email,unknown
ham,omggg they released season 3!! when r we watching?,50,9,4.333,2,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,user
ham,pls pick up milk + eggs on ur way home?,39,9,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,Email,unknown
ham,"call me when free, need to ask something धेरै राम्रो",52,13,2.846,0,1,0,1,0,0,0,0,0.238,0,0,0,0,SMS,unknown
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,WhatsApp,unknown
spam,Claim your gift: bit.ly/fomo code T2Q5B0 🎁,42,8,4,0,1,0,1,0,1,1,0,0,0.095,0,1,0,Instagram,unknown
ham,u coming to the party tonight? it's gonna be lit 🎉,50,11,3.364,0,0,0,0,0,0,1,1,0,0,0,0,0,Instagram,verified
spam,🔥 Drop alert! Exclusive gift card on @Trendify. Claim: https://brand.com/redeem 😡,81,12,5,1,1,0,2,0,1,2,0,0,0.049,0,1,1,Instagram,unknown
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,WhatsApp,user
spam,TXT WIN to 26170 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,SMS,user
spam,Verify your YouTube account: https://spotify.com/promo (OTP: UOSJ2Z) ⚠️,71,10,5.3,0,0,0,0,0,1,1,0,0,0.155,0,0,1,Telegram,unknown
spam,Congrats! 🎉 You won Rs.500 via Instagram. Tap go.shop/claim to claim. OTP: N4HWZ9,81,15,4.067,1,1,0,3,0,1,1,0,0,0.148,0,1,0,Telegram,user
ham,"ma tard hunchu, 20 min delay. sorry yaar 😱 https://spotify.com/promo ठीक छ",74,15,3.6,0,0,0,0,0,1,1,0,0.075,0,0,0,1,SMS,unknown
spam,Low-key insane cashback 50 followers when you shop at https://example.com/offer 💸 use VUT5HG,92,16,4.562,0,2,0,0,0,1,1,0,0,0.065,0,0,1,Instagram,business
ham,"call me when free, need to ask something",40,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,Email,unknown
spam,TXT WIN to 93420 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,WhatsApp,verified
ham,u coming to the party tonight? it's gonna be lit 🤯,50,11,3.364,0,0,0,0,0,0,0,1,0,0,0,0,0,Instagram,unknown
spam,FLASH GIVEAWAY! RT + click go.shop/claim to enter. Winners tonight!,67,11,4.727,2,0,0,2,0,1,0,0,0,0.239,0,1,0,WhatsApp,business
spam,TXT WIN to 38782 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Instagram,business
spam,🔥 Drop alert! Exclusive drip bundle on @SnapGram. Claim: https://example.com/offer ✨,84,12,5.25,1,1,0,1,0,1,2,0,0,0.06,0,0,1,Email,business
ham,screenshot ur notes and send pls,32,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,WhatsApp,business
spam,Parcel held — release with link https://brand.com/redeem or call 99888 to avoid return 🙂,88,15,4.533,0,0,0,2,1,1,1,0,0,0.011,0,1,1,Telegram,unknown
spam,Verify bank details: bit.ly/fomo — failure to verify may freeze account 🎁,73,12,4.75,0,1,0,0,0,1,1,0,0,0.014,0,1,0,WhatsApp,unknown
spam,TXT WIN to 36267 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,SMS,business
ham,"omw to ur place, 10 min 😡",25,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,SMS,unknown
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,unknown
spam,Verify bank details: rb.gy/claim — failure to verify may freeze account ⚠️,74,12,4.75,0,1,0,1,0,1,1,0,0,0.014,0,1,0,SMS,verified
ham,"omw to ur place, 10 min ❤️",26,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,Instagram,unknown
ham,omggg they released season 3!! when r we watching?,50,9,4.333,2,0,0,0,0,0,0,0,0,0,0,0,0,WhatsApp,unknown
spam,🔥 Drop alert! Exclusive sneaker drop on @VibeLabs. Claim: go.shop/claim ❤️,74,11,5,1,0,0,2,0,1,2,0,0,0.068,0,1,0,WhatsApp,business
spam,Influencer collab — DM YES or check linktr.ee/deal ✨ @GlowUp,60,10,4.6,0,0,0,1,0,1,1,1,0,0.133,0,1,0,SMS,business
spam,Earn Rs.500/week from phone. Apply: linktr.ee/deal 💸,52,10,3.9,0,1,0,0,0,1,1,0,0,0.058,0,1,0,Email,registered_business
ham,pls pick up milk + eggs on ur way home? https://example.com/offer,65,13,3.692,0,1,0,0,0,1,0,0,0,0,0,0,1,Instagram,unknown
spam,Low-key insane cashback $50 when you shop at rb.gy/claim 💸 use M79KYV,69,14,3.786,0,1,0,1,0,1,1,0,0,0.072,0,1,0,SMS,user
ham,omggg they released season 3!! when r we watching? https://example.com/offer,76,13,4.538,2,1,0,0,0,1,0,0,0,0,0,0,1,Telegram,user
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,unknown
spam,Parcel held — release with link bit.ly/fomo or call 60648 to avoid return ❤️,76,14,4.143,0,0,0,1,1,1,1,0,0,0.013,0,1,0,SMS,user
spam,Parcel held — release with link https://spotify.com/promo or call 37092 to avoid return 😱,89,15,4.6,0,0,0,1,1,1,1,0,0,0.011,0,0,1,SMS,unknown
ham,srsly need coffee rn ☕ wanna grab?,34,6,4.333,0,0,0,0,0,0,1,0,0,0,0,0,0,Telegram,business
spam,Parcel held — release with link https://example.com/offer or call 19317 to avoid return 💸,89,15,4.6,0,1,0,1,1,1,1,0,0,0.011,0,0,1,SMS,unknown
spam,Verify bank details: https://amazon.com/deal — failure to verify may freeze account 💸,85,13,5.077,0,1,0,0,0,1,1,0,0,0.012,0,0,1,WhatsApp,business
spam,Win NFT mint pass! Go rb.gy/claim now. Only for followers of @TokNow 🔥,70,14,3.714,1,1,1,1,0,1,1,0,0,0.114,0,1,0,WhatsApp,user
spam,Win NFT mint pass! Go linktr.ee/deal now. Only for followers of @Gramify 🔥,74,14,4,1,1,1,0,0,1,1,0,0,0.095,0,1,0,Instagram,unknown
spam,FREE VIP — use 8ZHHB1 at bit.ly/fomo 🤯 limited 1 per user,57,12,3.5,0,1,1,0,0,1,0,0,0,0.193,0,1,0,WhatsApp,user
ham,we're meeting at 6pm at the usual spot. don't be late,53,13,3.077,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,unknown
ham,"brb, stuck in class rn. ttyl 😩",30,6,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,Email,user
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,business
spam,Congrats! 🎉 You won ₹2000 via Telegram. Tap https://brand.com/432111 to claim. OTP: IA63G5,90,15,4.467,1,0,0,2,1,1,1,0,0,0.111,0,0,1,SMS,unknown
spam,TXT WIN to 44249 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Instagram,unknown
spam,Earn 50 followers/week from phone. Apply: https://example.com/offer 💸,69,11,4.818,0,1,0,0,0,1,1,0,0,0.029,0,0,1,Instagram,user
spam,TXT WIN to 15061 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,SMS,business
spam,Get followers — boost package $50 followers: https://amazon.com/deal 🚀,70,10,5.3,0,0,0,0,0,1,1,0,0,0.014,0,0,1,Instagram,registered_business
spam,FREE VIP — use 79JL8T at linktr.ee/deal 🤯 limited 1 per user,60,12,3.75,0,1,1,0,0,1,0,0,0,0.167,0,1,0,Telegram,unknown
spam,TXT WIN to 75909 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Telegram,business
spam,FREE VIP — use THP2RJ at tiny.one/drops 🤯 limited 1 per user,60,12,3.75,0,1,1,0,0,1,0,0,0,0.2,0,1,0,Telegram,business
spam,TXT WIN to 17296 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,WhatsApp,business
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,user
spam,TXT WIN to 48561 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,WhatsApp,verified
spam,TXT WIN to 21487 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,SMS,registered_business
spam,Verify bank details: https://example.com/offer — failure to verify may freeze account 🚀,87,13,5.231,0,2,0,0,0,1,1,0,0,0.011,0,0,1,SMS,user
spam,FLASH GIVEAWAY! RT + click go.shop/claim to enter. Winners tonight!,67,11,4.727,2,0,0,2,0,1,0,0,0,0.239,0,1,0,SMS,business
spam,Get followers — boost package $100 followers: go.shop/claim 🚀,61,9,5.222,0,0,0,1,0,1,1,0,0,0.016,0,1,0,Instagram,unknown
spam,🔥 Drop alert! Exclusive sneaker drop on @SnapGram. Claim: linktr.ee/deal 🎁,74,11,5.091,1,0,0,1,0,1,2,0,0,0.068,0,1,0,Email,unknown
ham,"tysm for today, had so much fun ❤️ ठीक छ",40,10,2.7,0,0,1,0,0,0,1,0,0.143,0,0,0,0,Telegram,user
ham,we're meeting at 6pm at the usual spot. don't be late,53,13,3.077,0,0,0,0,0,0,0,0,0,0,0,0,0,Telegram,user
ham,"brb, stuck in class rn. ttyl ⚠️ https://example.com/track",57,10,4.1,0,0,0,0,0,1,1,1,0,0,0,0,1,Email,unknown
